Pregunta,Respuesta
"¿Qué pasa después de la recepción de una denuncia de hostigamiento sexual en el ámbito laboral?","Tras recibir la denuncia, se brindan canales de atención médica y psicológica a la víctima, se traslada la queja al CHSL y se dictan medidas de protección adecuadas."
"¿Qué medidas de protección puede adoptar UTEC en casos de hostigamiento sexual laboral?","UTEC puede implementar la rotación o cambio de lugar del hostigador, suspensión temporal, cambio de lugar de la víctima si lo solicita, y otras medidas para proteger a la víctima y testigos."
"¿Cuál es el papel de la Oficina de Recursos Humanos en el procedimiento de hostigamiento sexual en UTEC?","La Oficina de RRHH actúa en la recepción de denuncias, atención y cumplimiento de requerimientos formales laborales, y emite pronunciamientos en primera instancia."
"¿Qué sucede en la etapa de investigación de denuncias de hostigamiento sexual en UTEC?","En esta etapa, el CHSL investiga las denuncias, traslada la queja al denunciado, emite un informe con los resultados de la investigación y realiza recomendaciones de sanción."
"¿Qué rol juega el Comité de Diversidad e Inclusión en la prevención del hostigamiento sexual en UTEC?","Capacita al personal y estudiantes, difunde material didáctico, promueve campañas de prevención y recibe denuncias de hostigamiento sexual."
"¿Cómo se manejan las denuncias de hostigamiento sexual en el ámbito educativo en UTEC?","Se pueden presentar mediante quejas escritas o verbales ante la Defensoría Universitaria, el CDI o la Secretaría de Instrucción, o a través de la Línea ética UTEC."
"¿Qué medidas de protección ofrece UTEC en el ámbito educativo para las denuncias de hostigamiento sexual?","UTEC puede requerir al hostigador cesar toda comunicación con la víctima, brindar apoyo académico, ofrecer soporte emocional y suspender preventivamente al acusado."
"¿Cómo se inicia un procedimiento de investigación de oficio en UTEC en el ámbito educativo?","Si los órganos del Sistema de Prevención y Sanción toman conocimiento de posibles actos de hostigamiento sexual, pueden iniciar una investigación de oficio."
"¿Qué acciones se toman inmediatamente después de recibir una denuncia de hostigamiento sexual en el ámbito educativo en UTEC?","Se informa a la víctima sobre sus derechos, se brindan canales de atención médica y psicológica, y se ejecutan medidas de protección."
"¿Cuáles son las etapas del procedimiento de investigación en casos de hostigamiento sexual en UTEC?","Incluyen la recepción de la denuncia, investigación preliminar, instrucción, resolución en primera instancia y, si es necesario, una etapa de impugnación."
"¿Qué acciones específicas realiza la Secretaría de Instrucción durante la etapa de investigación preliminar en UTEC?","Traslada la denuncia a las partes, recoge descargos, evalúa pruebas, emite un informe inicial y final, y propone sanciones o archivamiento del caso."
"¿Cómo se asegura UTEC la protección de las víctimas y testigos en casos de hostigamiento sexual?","Mediante medidas como evitar el contacto directo entre la víctima y el hostigador, ofrecer apoyo académico y emocional, y suspender preventivamente al acusado."
"¿Cuál es el procedimiento para la etapa de instrucción en casos de hostigamiento sexual en UTEC?","La Secretaría de Instrucción investiga los hechos, recoge descargos, realiza investigaciones adicionales y emite un informe final con recomendaciones de sanción."
"¿Qué medidas adicionales implementa UTEC para prevenir el hostigamiento sexual?","Identifica factores de riesgo en áreas donde ocurrieron los hechos y recomienda acciones para eliminar estos factores, implementadas por el CDI y Recursos Humanos."
"¿Cuál es el objetivo del Reglamento de Intercambio Estudiantil?","Establecer y regular las normas y procedimientos para el programa de intercambio estudiantil dirigido a estudiantes de pregrado que realizan un semestre de estudios en instituciones extranjeras."
"¿Quiénes deben cumplir con las disposiciones del Reglamento de Intercambio Estudiantil?","Los estudiantes de pregrado de la UTEC que deseen realizar un semestre de estudios en instituciones extranjeras."
"¿Qué se entiende por 'Estudiantes' según el reglamento?","Son los estudiantes de pregrado de la UTEC."
"¿Qué son 'Estudiantes libres' en el contexto del intercambio estudiantil?","Estudiantes de pregrado de la UTEC que desean realizar un intercambio estudiantil en instituciones extranjeras con las que la UTEC no tiene convenio."
"¿Qué define el término 'UTEC' en el reglamento?","UTEC es la Universidad de Ingeniería y Tecnología."
"¿Qué es un 'Convenio' según el reglamento?","Un acuerdo entre dos o más instituciones extranjeras para fortalecer la formación académica de los estudiantes."
"¿Cómo se define el 'Intercambio estudiantil' en el reglamento?","El desplazamiento de estudiantes de pregrado de la UTEC para realizar un semestre de estudios en instituciones extranjeras."
"¿Qué es el 'Reconocimiento de créditos' en el contexto del intercambio estudiantil?","La aceptación de créditos obtenidos en instituciones extranjeras, computados para obtener el grado o título en la institución de origen."
"¿Cuál es la finalidad del programa de intercambio estudiantil?","Estimular en los estudiantes el conocimiento global, con un enfoque internacional en su carrera profesional, y cultivar valores de solidaridad, comprensión, tolerancia y respeto por diferentes culturas."
"¿Cuál es la duración máxima del intercambio estudiantil?","El intercambio estudiantil se desarrolla como máximo durante un semestre de estudios."
"¿Qué debe hacer un estudiante antes del intercambio estudiantil?","Antes del intercambio, el estudiante debe completar su postulación en el sistema en línea, cargar documentos personales, seleccionar tres alternativas de instituciones extranjeras, y solicitar la recomendación de un docente UTEC."
"¿Qué ocurre si un estudiante no asiste a la entrevista programada por el comité de internacionalización?","Si un estudiante no asiste a la entrevista, quedará fuera del proceso de selección para el programa de intercambio estudiantil del semestre en cuestión."
"¿Cuál es el plazo para aceptar o rechazar una vacante de intercambio?","El estudiante tiene un plazo máximo de 5 días hábiles para aceptar o rechazar la vacante de intercambio estudiantil."
"¿Qué responsabilidad tiene el estudiante nominado por la UTEC?","El estudiante nominado es responsable de cumplir con los procedimientos y requisitos de la institución extranjera y de realizar trámites como la visa y compra de seguro."
"¿Qué seguro debe adquirir el estudiante para el intercambio estudiantil?","El estudiante debe adquirir un seguro de salud y accidentes con cobertura internacional que incluya repatriación, vigente durante todo el periodo del intercambio."
"¿Cuál es la carga mínima de créditos que un estudiante debe cursar en la institución extranjera?","El estudiante debe cursar una carga mínima equivalente a 16 créditos UTEC en la institución extranjera, excluyendo cursos de idiomas."
"¿Qué es el acuerdo de estudios y quién debe aprobarlo?","El acuerdo de estudios es un documento que establece los cursos que el estudiante cursará en la institución extranjera, y debe ser aprobado por el director del departamento académico y el responsable del programa de intercambio."
"¿Qué debe hacer un estudiante si necesita modificar su acuerdo de estudios?","Si necesita modificar su acuerdo de estudios, el estudiante debe coordinar con la UTEC, siguiendo un proceso específico y dentro de un plazo máximo de 15 días hábiles."
"¿Qué responsabilidades tiene el estudiante durante su intercambio estudiantil?","Durante el intercambio, el estudiante es responsable de notificar su llegada, cubrir todos los gastos asociados, respetar las normas de la institución extranjera, y mantener una conducta intachable."
"¿Qué sucede si un estudiante comete un acto ilícito durante el intercambio estudiantil?","Si un estudiante comete un acto ilícito durante el intercambio, la UTEC y la institución extranjera se deslindarán de toda responsabilidad, la cual recaerá exclusivamente sobre el estudiante."
"¿Qué debe presentar el estudiante al responsable del programa de intercambio estudiantil de UTEC?","El estudiante debe presentar todos los documentos y formatos solicitados que forman parte de su proceso de aplicación al responsable del programa de intercambio estudiantil de UTEC."
"¿Qué debe hacer el estudiante al llegar a la institución extranjera?","El estudiante debe notificar su llegada a la institución extranjera al responsable del programa de intercambio estudiantil de UTEC."
"¿Qué gastos debe cubrir el estudiante durante el intercambio estudiantil?","El estudiante es responsable de cubrir todos los gastos derivados del programa, incluyendo solicitud de visa, pasajes, seguro de salud y accidentes, alojamiento, materiales académicos, y otros gastos adicionales."
"¿Qué debe hacer el estudiante si necesita modificar su acuerdo de estudios durante el intercambio?","Si necesita modificar su acuerdo de estudios, el estudiante debe notificar al responsable del programa en UTEC para indicarle el proceso y hacerlo inmediatamente después de la matrícula en la institución extranjera, dentro de un plazo de 15 días hábiles."
